"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
897,"NCT00472056","Rituximab in Addition to Autologous Transplantation With BEAM for Patients With Lymphoid Malignancies",,"Completed","Has Results","Lymphoma","Drug: Carmustine|Drug: Etoposide|Drug: Cytarabine|Drug: Melphalan|Drug: Rituximab","Disease-free Survival (DFS)","M.D. Anderson Cancer Center","All","up to 80 Years   (Child, Adult, Older Adult)","Phase 2","93","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2004-0271","March 2005","June 2012","June 2012","May 11, 2007","February 13, 2012","March 15, 2016","UT MD Anderson Cancer Center, Houston, Texas, United States","","https://ClinicalTrials.gov/show/NCT00472056"
898,"NCT00387959","Chemotherapy, Radiation Therapy, Rituximab, and Umbilical Cord Blood Transplant in Treating Patients With B-Cell Non-Hodgkin's Lymphoma",,"Completed","Has Results","Leukemia|Lymphoma","Biological: filgrastim|Biological: rituximab|Drug: cyclophosphamide|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: mycophenolate mofetil|Procedure: allogeneic hematopoietic stem cell transplantation|Procedure: umbilical cord blood transplantation|Radiation: total-body irradiation","Survival at 1 Year After Transplantation","Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI)","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","17","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","06-066|MSKCC-06066","July 2006","April 2014","April 2014","October 13, 2006","February 1, 2016","February 1, 2016","Memorial Sloan-Kettering Cancer Center, New York, New York, United States","","https://ClinicalTrials.gov/show/NCT00387959"
899,"NCT00004198","Vaccine Therapy Plus Sargramostim Following Chemotherapy in Treating Patients With Stage III or Stage IV Non-Hodgkin's Lymphoma",,"Completed","No Results Available","Lymphoma","Biological: keyhole limpet hemocyanin|Biological: sargramostim|Biological: tumor cell-based vaccine therapy","","University of Nebraska|National Cancer Institute (NCI)|Genitope Corporation","All","18 Years to 120 Years   (Adult, Older Adult)","Phase 2","null","Other|NIH|Industry","Interventional","Primary Purpose: Treatment","196-99|P30CA036727|UNMC-196-99|GENITOPE-9901","June 1999","January 2002","November 2003","May 21, 2004","null","January 17, 2018","University of Nebraska Medical Center, Omaha, Nebraska, United States","","https://ClinicalTrials.gov/show/NCT00004198"
900,"NCT00902018","Eltrombopag and the Bcl-extra-large (xL) Pathway in Idiopathic Thrombocytopenic Purpura (ITP)",,"Completed","No Results Available","Idiopathic Thrombocytopenic Purpura","Drug: Promacta (eltrombopag)","To determine how eltrombopag affects platelet counts.|To determine effect of eltrombopag on platelet apoptosis.|To determine how eltrombopag affects platelet function and platelet survival.|To continue to assess the safety and efficacy of eltrombopag.","Weill Medical College of Cornell University|GlaxoSmithKline","All","18 Years and older   (Adult, Older Adult)","Phase 2","12","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","0809009980","January 2009","September 7, 2015","September 7, 2015","May 14, 2009","null","February 2, 2017","Weill Cornell Medical College, New York, New York, United States","","https://ClinicalTrials.gov/show/NCT00902018"
901,"NCT00425802","Chemotherapy, Total-Body Irradiation, Rituximab, and Donor Stem Cell Transplant in Treating Patients With B-Cell Non-Hodgkin's Lymphoma or Chronic Lymphocytic Leukemia",,"Completed","Has Results","Leukemia|Lymphoma","Biological: anti-thymocyte globulin|Biological: filgrastim|Biological: graft-versus-tumor induction therapy|Biological: rituximab|Drug: cyclophosphamide|Drug: cyclosporine|Drug: fludarabine phosphate|Drug: mycophenolate mofetil|Procedure: nonmyeloablative allogeneic hematopoietic stem cell transplantation|Radiation: total-body irradiation","Overall Survival at 1 Year|Time to Neutrophil Engraftment|Time to Platelet Engraftment|Incidence of Moderate to Severe Grades II to IV Graft Versus Host Disease (GVHD) at 100 Days|Incidence of Chronic GVHD at 1 Year|Immune Reconstruction/CD4+ Count at 3 Months|Response to Treatment|Immune Reconstruction/CD4+ Count at 6 Months|Immune Reconstruction/CD4+ Count at 1 Year","Memorial Sloan Kettering Cancer Center|National Cancer Institute (NCI)","All","18 Years to 70 Years   (Adult, Older Adult)","Phase 2","61","Other|NIH","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","06-150|MSKCC-06150","November 28, 2006","October 28, 2016","October 28, 2016","January 23, 2007","October 31, 2017","October 31, 2017","Memorial Sloan Kettering Cancer Center, New York, New York, United States","","https://ClinicalTrials.gov/show/NCT00425802"
902,"NCT00004197","Vaccine Therapy Plus Sargramostim Following Chemotherapy in Treating Patients With Previously Untreated Aggressive Non-Hodgkin's Lymphoma",,"Completed","No Results Available","Lymphoma","Biological: keyhole limpet hemocyanin|Biological: sargramostim|Biological: tumor cell-based vaccine therapy|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: mitoxantrone hydrochloride|Drug: prednisone|Drug: vincristine sulfate","","University of Nebraska|National Cancer Institute (NCI)","All","18 Years to 120 Years   (Adult, Older Adult)","Phase 2","null","Other|NIH","Interventional","Primary Purpose: Treatment","197-99|P30CA036727|UNMC-197-99|GENITOPE-9902|SUMC-9902","June 1999","January 2002","November 2003","June 25, 2004","null","January 17, 2018","Stanford University Medical Center, Stanford, California, United States|University of Nebraska Medical Center, Omaha, Nebraska, United States","","https://ClinicalTrials.gov/show/NCT00004197"
903,"NCT03418038","Ascorbic Acid and Combination Chemotherapy in Treating Patients With Relapsed or Refractory Lymphoma",,"Recruiting","No Results Available","High Grade B-Cell Lymphoma With MYC and BCL2 or BCL6 Rearrangements|Recurrent Diffuse Large B-Cell Lymphoma|Recurrent Hodgkin Lymphoma|Recurrent Lymphoma|Refractory Diffuse Large B-Cell Lymphoma|Refractory Lymphoma","Dietary Supplement: Ascorbic Acid|Drug: Carboplatin|Drug: Cisplatin|Drug: Cytarabine|Drug: Dexamethasone|Drug: Etoposide|Drug: Gemcitabine Hydrochloride|Drug: Ifosfamide|Other: Laboratory Biomarker Analysis|Drug: Oxaliplatin|Other: Placebo|Other: Questionnaire Administration|Biological: Rituximab","ORR (Arm C) defined as an objective status of CR or PR evaluated by RECIL criteria after 2 cycles of treatment|Overall response rate (ORR) (Arms A and B) defined as an objective status of complete response (CR) or partial response (PR) evaluated by Response Evaluation Criteria in Lymphoma (RECIL) criteria after 2 courses of treatment in all arms|Clinical benefit rate|Continued salvage therapy beyond cycle 2|Incidence of adverse events assessed using Common Terminology Criteria for Adverse Events|Incidence of adverse events assessed using Patient Reported Outcomes (PRO)-CTCAE (Arms A and B)|Overall survival|Percent of transplant eligible patients proceeding to transplant|Progression-free survival","Mayo Clinic|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 2","151","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","LS1781|NCI-2018-00057|P30CA015083","March 23, 2018","March 15, 2024","March 15, 2024","February 1, 2018","null","March 27, 2018","Mayo Clinic in Arizona, Scottsdale, Arizona, United States|Mayo Clinic in Florida, Jacksonville, Florida, United States|University of Iowa/Holden Comprehensive Cancer Center, Iowa City, Iowa, United States|Mayo Clinic, Rochester, Minnesota, United States","","https://ClinicalTrials.gov/show/NCT03418038"
904,"NCT00493454","Ibritumomab Tiuxetan for Treatment of Non-Follicular CD20+ Indolent Lymphomas",,"Terminated","Has Results","Lymphoma","Drug: Zevalin|Drug: Rituximab|Drug: ^111 In Ibritumomab Tiuxetan","Objective Response Rate","M.D. Anderson Cancer Center|Biogen","All","18 Years and older   (Adult, Older Adult)","Phase 2","6","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","2005-0571","April 2006","March 2011","March 2011","June 28, 2007","May 31, 2013","May 31, 2013","UT MD Anderson Cancer Center, Houston, Texas, United States","","https://ClinicalTrials.gov/show/NCT00493454"
905,"NCT00041730","Rituxan Plus FavId (Idiotype Vaccine) for Low-grade Non-Hodgkin's Lymphoma",,"Unknown status","No Results Available","Non-Hodgkin's Lymphoma","Biological: Id-KLH","","Favrille","All","18 Years and older   (Adult, Older Adult)","Phase 2","90","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FavId-04","July 2002","null","null","July 17, 2002","null","September 30, 2009","University of California, San Diego, La Jolla, California, United States|Tower Hematology Oncology Medical Group, Los Angeles, California, United States|Oncology Associates of San Diego, San Diego, California, United States|University California, San Francisco, San Francisco, California, United States|University of Florida, Jacksonville, Jacksonville, Florida, United States|H. Lee Moffitt Cancer Center, Tampa, Florida, United States|Northwestern University, Chicago, Illinois, United States|Ochsner Clinical Foundation, New Orleans, Louisiana, United States|Henry Ford Hospital, Detroit, Michigan, United States|New York Medical College - Our Lady of Mercy Medical Center, Comprehensive Cancer Center, Bronx, New York, United States|Oncology/Hematology Care Clinical Cancer Institute, Cincinnati, Ohio, United States|University Hospitals of Cleveland Case Western, Ireland Cancer Center, Cleveland, Ohio, United States|The Ohio State University, Columbus, Ohio, United States|The Sarah Cannon Cancer Center, Nashville, Tennessee, United States|University of Virginia, Charlottesville, Virginia, United States","","https://ClinicalTrials.gov/show/NCT00041730"
906,"NCT02597387","Clinical Trial of Mitoxantrone HCL Liposome Injection in Patients With Relapsed DLBCL and PT/NKCLs",,"Recruiting","No Results Available","Relapsed DLBCL and PT/NKCLs","Drug: Mitoxantrone HCL Liposome Injection","Objective response rate (ORR; complete response + partial response [CR + PR])|Duration of Response (DOR)|Time to Response (TTR)|Progression-free survival (PFS)","CSPC ZhongQi Pharmaceutical Technology Co., Ltd.","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","50","Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CSPC-HE153/PRO/Ⅱ","August 2015","September 2018","October 2018","November 5, 2015","null","August 17, 2018","Beijing Cancer Hospital, Beijing, China","","https://ClinicalTrials.gov/show/NCT02597387"
907,"NCT00265928","Bortezomib and Rituximab in Treating Patients With Relapsed or Refractory B-Cell Non-Hodgkin's Lymphoma",,"Terminated","No Results Available","Lymphoma","Drug: bortezomib|Drug: rituximab|Procedure: antibody therapy|Procedure: biological therapy|Procedure: enzyme inhibitor therapy|Procedure: monoclonal antibody therapy","","University of Virginia|National Cancer Institute (NCI)","All","18 Years and older   (Adult, Older Adult)","Phase 2","46","Other|NIH","Interventional","Masking: None (Open Label)|Primary Purpose: Treatment","CDR0000459747|UVACC-HIC-12077|UVACC-PRC-36805|MILLENNIUM-X05181|MILLENNIUM-LYMPHOMA2","null","null","null","December 15, 2005","null","January 28, 2008","University of Virginia Cancer Center at UV Health System, Charlottesville, Virginia, United States","","https://ClinicalTrials.gov/show/NCT00265928"
908,"NCT00644371","Allogenic Stem Cell Transplantation (SCT) With Non-myeloablative Conditioning in Patients With Relapse Non-Hodgkin's Lymphoma (NHL)","Z-RIC-Allo","Completed","No Results Available","Non-Hodgkin Lymphoma","Drug: Ibritumomab Tiuxetan (Zevalin)","progression-free survival|safety (toxicity, transplantation- and graft-related mortality)|response to treatment according to the Cheson's criteria (Cheson B, et al. JCO 25, 570, 2007).|overall survival|relapse rate|acute and chronic Graft-versus-Host Disease|haematological and immunological reconstitution, and chimerism.|the impact of Complete Clinical Response, determined by flow cytometry and PET, on progression-free survival","Grupo Español de Linfomas y Transplante Autólogo de Médula Ósea","All","18 Years to 65 Years   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","GELTAMO-Z-RIC-Allo|EuDRACT nº:2007-003302-10","November 2007","February 21, 2011","February 4, 2013","March 26, 2008","null","March 27, 2017","H. Santa Creu i Sant Pau., Barcelona, Barcelona., Spain|Clinica Universitaria de Navarra, Pamplona, Navarra, Spain|H.U. 12 de Octubre, Madrid, Spain|H.U. Gregorio Marañón, Madrid, Spain|H.U. La Princesa, Madrid, Spain|H.U. Ramón y Cajal., Madrid, Spain|H. Morales Meseguer., Murcia, Spain|H. Virgen de la Arrixaca, Murcia, Spain|H. Central de Asturias, Oviedo, Spain|H. Clinico de Salamanca, Salamanca, Spain|H. U. Marqués de Valdecilla., Santander, Spain|H. Clínico Valencia, Valencia, Spain|H. La Fe, Valencia, Spain|H.U. Miguel Servet, Zaragoza., Spain","","https://ClinicalTrials.gov/show/NCT00644371"
909,"NCT03225924","Study of Entospletinib (ENTO) in Newly Diagnosed DLBCL Patients With aaIPI>=1 Treated by Chemiotherapy",,"Recruiting","No Results Available","DLBCL","Drug: Entospletinib|Drug: Rituximab|Drug: Cyclophosphamide|Drug: Doxorubicin|Drug: Vincristine|Drug: Prednisone","Phase I: recommended phase 2 dose|Phase II: Complete Metabolic Response (CMR) rate at the end of treatment","The Lymphoma Academic Research Organisation","All","60 Years to 80 Years   (Adult, Older Adult)","Phase 1|Phase 2","131","Other","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ENTO-R-CHOP","July 26, 2017","April 2020","September 2023","July 21, 2017","null","August 29, 2018","UCL Namur, Yvoir, Belgium|CHU Côte de Nacre, Caen, France|CHU Henri Mondor, Créteil, France|CHU de Dijon, Dijon, France|CHU Lyon Sud, Lyon, France|CHU Montpellier, Montpellier, France","","https://ClinicalTrials.gov/show/NCT03225924"
910,"NCT00036426","Idiotype Vaccine for Low-Grade Non-Hodgkin's Lymphoma",,"Unknown status","No Results Available","Lymphoma, Low-Grade","Biological: FavId (Id-KLH) active immunotherapy","","Favrille","All","18 Years and older   (Adult, Older Adult)","Phase 2","22","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","FavId-01","March 2001","null","null","May 10, 2002","null","June 24, 2005","Scripps Stevens Cancer Center, La Jolla, California, United States|University of California San Diego, La Jolla, California, United States|Tower Hematology Oncology Medical Group, Los Angeles, California, United States|Oncology Associates of San Diego, San Diego, California, United States|Medical Group of North County, Vista, California, United States|University of Florida, Jacksonville, Jacksonville, Florida, United States|Northwestern University, Chicago, Illinois, United States|Henry Ford Hospital, Detroit, Michigan, United States|New York Medical College - Our Lady of Mercy Medical Center, Comprehensive Cancer Center, Bronx, New York, United States|New York Hospital - Cornell Medical Center, New York, New York, United States|Oncology Hematology Care, Inc., Cincinnati, Ohio, United States|Fox Chase Cancer Center, Philadelphia, Pennsylvania, United States","","https://ClinicalTrials.gov/show/NCT00036426"
911,"NCT00003963","Chemotherapy and Monoclonal Antibody Therapy in Treating Patients With B-cell Non-Hodgkin's Lymphoma That Has Relapsed Following Peripheral Stem Cell Transplantation",,"Completed","No Results Available","Lymphoma","Biological: rituximab|Drug: vinorelbine ditartrate","Tolerability and toxicity|Response rate","Jonsson Comprehensive Cancer Center|National Cancer Institute (NCI)|Genentech, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 2","14","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CDR0000067163|P30CA016042|UCLA-9903029|NCI-G99-1545","May 1999","September 2003","February 2005","January 27, 2003","null","October 2, 2015","Jonsson Comprehensive Cancer Center, UCLA, Los Angeles, California, United States","","https://ClinicalTrials.gov/show/NCT00003963"
912,"NCT00307710","Influenza Vaccination in Patients Receiving Antineoplastic Therapy for Non-Hodgkin's Lymphoma",,"Completed","No Results Available","Lymphoma","Biological: Trivalent Baculovirus-expressed Influenza HA vaccine","Immunogenic response across patients administered either licensed trivalent inactivated influenza vaccine (TIV) or one of three doses (15, 45 or 135 μg) of trivalent recombinant baculovirus expressed hemagglutinin vaccines.","M.D. Anderson Cancer Center|National Institutes of Health (NIH)","All","18 Years and older   (Adult, Older Adult)","Phase 2","28","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Double (Participant, Care Provider)|Primary Purpose: Treatment","2004-0340|DMID 04-036","August 2004","February 2007","February 2007","March 28, 2006","null","July 31, 2012","U.T.M.D. Anderson Cancer Center, Houston, Texas, United States","","https://ClinicalTrials.gov/show/NCT00307710"
913,"NCT01325194","CHemoImmunotherapy With Early Central Nervous System (CNS) Prophylaxis","CHIC","Active, not recruiting","No Results Available","Primary Disease","Drug: liposomal cytarabine","Time to treatment failure|Maximal hematological, gastrointestinal, neuronal and other toxicities|Clinical response rate|Incidence of central nervous system(CNS) relapse in cerebrospinal fluid (CSF )cytology neg/flow cytometry positive cases|Incidence of CNS relapse in a subgroup of patients with more than one extranodal site and elevated lactate dehydrogenase (LDH)|Progression free survival|Overall survival|Molecular predictors|CNS relapse rate","Nordic Lymphoma Group|Mundipharma Pte Ltd.|Amgen","All","18 Years to 64 Years   (Adult)","Phase 2","143","Other|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NLG-LBC-05","March 2011","December 2014","December 2017","March 29, 2011","null","September 7, 2017","Department of Hematology, Århus University Hospital, Århus, Denmark|Department of Oncology, Helsinki University Central Hospital, Helsinki, Finland|Department of Oncology, Oslo University Hospital, Oslo, Norway|Department of Oncology, Lund University Hospital, Lund, Sweden","","https://ClinicalTrials.gov/show/NCT01325194"
914,"NCT03123718","High-dose Intravenous Methotrexate Versus Intrathecal Methotrexate for Central Nervous System Prophylaxis in DLBCL",,"Not yet recruiting","No Results Available","DLBCL","Drug: Intrathecal methotrexate|Drug: High-dose intravenous methotrexate","Cumulative incidence of CNS relapse|Toxicity|Progression-free survival (PFS)","Chonnam National University Hospital|Consortium for Improving Survival of Lymphoma","All","18 Years to 80 Years   (Adult, Older Adult)","Phase 3","205","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Prevention","HDMTX","July 1, 2017","June 30, 2021","June 30, 2021","April 21, 2017","null","April 24, 2017","Chonnam National University Hwasun Hospital, Hwasun-gun, Jeollanam-do, Korea, Republic of","","https://ClinicalTrials.gov/show/NCT03123718"
915,"NCT00004039","Combination Chemotherapy Plus Interferon Alfa or Rituximab in Treating Patients With Stage III or Stage IV Lymphoma",,"Withdrawn","No Results Available","Lymphoma","Biological: recombinant interferon alfa|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: prednisone|Drug: vincristine sulfate","","Hoag Memorial Hospital Presbyterian|Cancer Biotherapy Research Group","All","Child, Adult, Older Adult","Phase 2","0","Other","Interventional","Primary Purpose: Treatment","CDR0000066762|CBRG-9807|NCI-V98-1494","June 1998","January 2000","January 2000","August 5, 2004","null","August 19, 2015","Hoag Memorial Hospital Presbyterian, Newport Beach, California, United States","","https://ClinicalTrials.gov/show/NCT00004039"
916,"NCT03144674","A Study of INCB050465 in Subjects With Relapsed or Refractory Marginal Zone Lymphoma (CITADEL-204)",,"Recruiting","No Results Available","Lymphoma","Drug: INCB050465","Objective response rate based on Lugano Classification criteria|Duration of response|Complete response rate based on Lugano Classification criteria.|Progression-free survival|Overall survival|Best percentage change from baseline in target lesion size|Safety of INCB050465 as measured by adverse events (AEs)","Incyte Corporation","All","18 Years and older   (Adult, Older Adult)","Phase 2","120","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","INCB 50465-204 (CITADEL-204)","June 27, 2017","March 2020","March 2022","May 9, 2017","null","August 15, 2018","University of Alabama at Birmingham Comprehensive Cancer Center, Birmingham, Alabama, United States|Arizona Oncology Associates - Biltmore Cancer Center, Phoenix, Arizona, United States|St. Joseph Heritage Healthcare, Petaluma, California, United States|Torrance Health Association, Redondo Beach, California, United States|Sansum Clinical, Santa Barbara, California, United States|St. Mary's Medical Center, Santa Barbara, California, United States|Mission Hope Cancer Center, Santa Maria, California, United States|UCLA Healthcare Hematology-Oncology, Santa Monica, California, United States|Innovative Clinical Research Institute, Whittier, California, United States|Valley View Hospital, Glenwood Springs, Colorado, United States|University of Miami, SCCC, Miami, Florida, United States|Advanced Pharma CR, LLC, Miami, Florida, United States|Boca Raton Clinical Research Associates, Inc, Plantation, Florida, United States|Asclepes Research Centers, Spring Hill, Florida, United States|Comprehensive Cancer Center, Chicago, Illinois, United States|Rush University Medical Center, Chicago, Illinois, United States|Loyola University Medical Center, Maywood, Illinois, United States|Clinical Trials of SWLA, LLC, Lake Charles, Louisiana, United States|University of Michigan Cancer Center, Ann Arbor, Michigan, United States|Henry Ford Hospital, Detroit, Michigan, United States|St. Luke's Hospital, Kansas City, Missouri, United States|Comprehensive Cancer Centers of Nevada, Las Vegas, Nevada, United States|Clinical Research Alliance, Lake Success, New York, United States|New York University Langone Medical Center - Perlmutter Cancer Center, New York, New York, United States|Hematology Oncology Associates of Rockland, Nyack, New York, United States|White Plains Hospital, White Plains, New York, United States|Duke University Medical Center, Durham, North Carolina, United States|Gabrail Cancer Research Center, Canton, Ohio, United States|Gettysburg Cancer Center, Gettysburg, Pennsylvania, United States|Charleston Hematology Oncology Associates, Charleston, South Carolina, United States|Renovatio Clinical, Houston, Texas, United States|University of Washington - Seattle Cancer Care Alliance, Seattle, Washington, United States|Icon Cancer Care, South Brisbane, Queensland, Australia|Royal Adelaide Hospital, Adelaide, Australia|Calvary North Adelaide Hospital, North Adelaide, Australia|Universitair Ziekenhuis Gent, Gent, Belgium|UZ Leuven, Leuven, Belgium|Cliniques Universitaires Saint-Luc, Woluwe-Saint-Lambert, Belgium|Aalborg University Hospital, Aalborg, Denmark|Zealand University Hospital, Roskilde, Denmark|Universitätsklinikum Essen, Essen, Germany|Klinikum der Stadt Ludwigshafen gGmbH, Ludwigshafen am Rhein, Germany|Universitätsklinikum Ulm, Ulm, Germany|Rambam Medical Center, Haifa, Israel|Hadassah Ein Karem Hospital, Jerusalem, Israel|Rabin Medical Center - Beilinson Hospital, Petah tikva, Israel|The Chaim Sheba Medical Center, Ramat Gan, Israel|Tel Aviv Sourasky Medical Center, Tel Aviv, Israel|University Of Bologna, Institute Of Haematology, Bologna, Italy|Istituto Scientifico Romagnolo per lo Studio e la Cura dei Tumori - IRST IRCCS, Meldola, Italy|Fondazione IRCCS Istituto Nazionale Dei Tumori, Milano, Italy|Fondazione Centro San Raffaele - Milano, Milan, Italy|Azienda Ospedaliero Universitaria Maggiore della Carità di Novara, Novara, Italy|Azienda Ospedaliera Ospedali Riuniti Villa Sofia - Cervello, Palermo, Italy|Hospital Universitario Vall d'Hebron, Barcelona, Spain|Institut Catala d'Oncologia Hospitalet, Barcelona, Spain|Hospital General Universitario Gregorio Marañón, Madrid, Spain|HM Universitario Sanchinarro, Madrid, Spain|Hospital Quirón Madrid, Madrid, Spain|Hospital Universitario Puerta de Hierro, Majadahonda, Spain|Hosp Universitario Salamanca, Salamanca, Spain|Birmingham Heartlands Hospital, Birmingham, United Kingdom|Kent Oncology Centre, Maidstone, United Kingdom|NNUH NHS Foundation Trust - Norfolk and Norwich University Hospital, Norwich, United Kingdom|University Of Southampton, Southampton, United Kingdom","","https://ClinicalTrials.gov/show/NCT03144674"
917,"NCT00003397","Peripheral Stem Cell Transplantation Plus Combination Chemotherapy and Monoclonal Antibody Therapy in Treating Patients With Non-Hodgkin's Lymphoma",,"Completed","No Results Available","Lymphoma","Biological: filgrastim|Biological: rituximab|Biological: sargramostim|Drug: carmustine|Drug: cisplatin|Drug: cyclophosphamide|Drug: dexamethasone|Drug: etoposide|Drug: gemcitabine hydrochloride|Drug: melphalan|Drug: paclitaxel|Procedure: bone marrow ablation with stem cell support|Procedure: peripheral blood stem cell transplantation","","University of Maryland|University of Maryland Greenebaum Cancer Center","All","18 Years to 75 Years   (Adult, Older Adult)","Phase 2","25","Other","Interventional","Primary Purpose: Treatment","CDR0000066399|MSGCC-9740|NCI-V98-1432","September 1998","December 2002","December 2002","April 30, 2004","null","September 24, 2009","Marlene & Stewart Greenebaum Cancer Center, University of Maryland, Baltimore, Maryland, United States","","https://ClinicalTrials.gov/show/NCT00003397"
918,"NCT02481310","Combination Chemotherapy, Rituximab, and Ixazomib Citrate in Treating Patients With Non-Hodgkin Lymphoma",,"Recruiting","No Results Available","Adult Burkitt Lymphoma|B-Cell Lymphoma, Unclassifiable, With Features Intermediate Between Diffuse Large B-Cell Lymphoma and Burkitt Lymphoma|Diffuse Large B-Cell Lymphoma|MYC Gene Mutation|Plasmablastic Lymphoma","Drug: Cyclophosphamide|Drug: Cytarabine|Drug: Doxorubicin Hydrochloride|Drug: Etoposide|Drug: Ixazomib Citrate|Other: Laboratory Biomarker Analysis|Drug: Methotrexate|Drug: Prednisone|Biological: Rituximab|Drug: Therapeutic Hydrocortisone|Drug: Vincristine Sulfate","For phase I of the study, the dose-limiting toxicity of ixazomib given with DA-EPOCH-R will be evaluated|For phase II of the study, 12-month PFS (Progression Free Survival) of ixazomib given with DA-EPOCH-R will be measured|Frequency of toxicity|Severity of toxicity|Response rate and OS (Overall Survival)|Assess the predictive value of FDG-PET/CT scans on PFS","Northwestern University|National Cancer Institute (NCI)|Millennium Pharmaceuticals, Inc.","All","18 Years and older   (Adult, Older Adult)","Phase 1|Phase 2","55","Other|NIH|Industry","Interventional","Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NU 14H09|NCI-2015-00400|X16042|STU00200596|P30CA060553","September 2015","July 2019","July 2020","June 25, 2015","null","August 29, 2018","Northwestern University, Chicago, Illinois, United States|Tufts University, Medford, Massachusetts, United States|Cleveland Clinic, Cleveland, Ohio, United States|Medical College of Wisconsin, Milwaukee, Wisconsin, United States","","https://ClinicalTrials.gov/show/NCT02481310"
919,"NCT00080847","S0349 Rituximab, Cyclophosphamide, Doxorubicin, Vincristine, and Prednisone With or Without Oblimersen in Treating Patients With Advanced Diffuse Large B-Cell Non-Hodgkin's Lymphoma",,"Terminated","No Results Available","Contiguous Stage II Adult Diffuse Large Cell Lymphoma|Noncontiguous Stage II Adult Diffuse Large Cell Lymphoma|Stage III Adult Diffuse Large Cell Lymphoma|Stage IV Adult Diffuse Large Cell Lymphoma","Biological: oblimersen sodium|Biological: rituximab|Drug: cyclophosphamide|Drug: doxorubicin hydrochloride|Drug: vincristine sulfate|Drug: prednisone|Other: laboratory biomarker analysis","1 year PFS|Overall survival|Response|1-year PFS in patients who are bcl2+|Overall survival in patients who are bcl2+|Response in patients who are bcl2+","National Cancer Institute (NCI)","All","19 Years to 59 Years   (Adult)","Phase 2","160","NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","NCI-2012-03031|S0349|U10CA032102|CDR0000356049","March 2004","June 2007","null","April 8, 2004","null","January 7, 2013","Southwest Oncology Group, San Antonio, Texas, United States","","https://ClinicalTrials.gov/show/NCT00080847"
